"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"2369",2369,"60-24-col-ww-2.tif",10,"0395cafd-c684-431d-a49e-10a49653fb62",65.43699,38.8,508,635,467,686,54.86,-1,-1,-1,-1,-1,-1,24,3,0.22,508,1662,1611,467
"2370",2370,"60-24-col-ww-2.tif",10,"995bf068-36ee-4c04-a9f6-fe2187e5d3fc",21.540659,21.8,1683,635,1691,655,66.53,-1,-1,-1,-1,-1,-1,24,3,0.07,1683,1662,1642,1691
"2371",2371,"60-24-col-ww-2.tif",10,"cba166de-c21d-4870-b75b-9d821b128288",44.922153,73.18,1212,637,1255,650,65.44,-1,-1,-1,-1,-1,-1,24,3,0.15,1212,1660,1647,1255
"2372",2372,"60-24-col-ww-2.tif",10,"71edcf23-8a2a-47da-95c2-21f077bee47e",23.086792,17.65,1410,639,1417,661,65.79,-1,-1,-1,-1,-1,-1,24,3,0.08,1410,1658,1636,1417
"2373",2373,"60-24-col-ww-2.tif",10,"05ce2bc0-abbc-4f63-9c39-67ddc16f6194",27.658634,77.47,1174,640,1201,646,54.75,-1,-1,-1,-1,-1,-1,24,3,0.09,1174,1657,1651,1201
"2374",2374,"60-24-col-ww-2.tif",10,"738d27c6-f56f-4bb7-a8b9-f87e613d4fc9",23.537205,12.26,1171,644,1176,667,56.57,-1,-1,-1,-1,-1,-1,24,3,0.08,1171,1653,1630,1176
"2375",2375,"60-24-col-ww-2.tif",10,"c3f5edd1-94b1-44f5-99e3-6b58ebe3543b",21.633308,33.69,1210,644,1198,662,54.49,-1,-1,-1,-1,-1,-1,24,3,0.07,1210,1653,1635,1198
"2376",2376,"60-24-col-ww-2.tif",10,"b029d89b-9341-4338-b7e9-a6d9e9b3218b",27.513634,70.91,415,647,389,656,50.83,-1,-1,-1,-1,-1,-1,24,3,0.09,415,1650,1641,389
"2377",2377,"60-24-col-ww-2.tif",10,"efc079cd-1b2a-4c06-baef-b2938b03b97d",23.021729,34.38,1473,647,1486,666,60.63,-1,-1,-1,-1,-1,-1,24,3,0.08,1473,1650,1631,1486
"2378",2378,"60-24-col-ww-2.tif",10,"086faaea-1366-4b19-a46c-2c9edf50177d",30.610456,51.63,1379,648,1403,667,63.04,-1,-1,-1,-1,-1,-1,24,3,0.1,1379,1649,1630,1403
"2379",2379,"60-24-col-ww-2.tif",10,"a07a2640-6e92-40d0-a2cf-07f89ffe1c6a",30.675724,19.03,1082,649,1072,678,59.51,-1,-1,-1,-1,-1,-1,24,3,0.1,1082,1648,1619,1072
"2380",2380,"60-24-col-ww-2.tif",10,"98caca4b-1cb7-41e7-8fd0-98bb48e11c89",21.470911,62.24,1725,649,1744,659,73.78,-1,-1,-1,-1,-1,-1,24,3,0.07,1725,1648,1638,1744
"2381",2381,"60-24-col-ww-2.tif",10,"77767aeb-d08d-4612-867d-33940ba00c42",37.215588,59.3,1285,650,1317,669,71.06,-1,-1,-1,-1,-1,-1,24,3,0.13,1285,1647,1628,1317
"2382",2382,"60-24-col-ww-2.tif",10,"1931be08-5056-4b95-bd1a-bbf4965bf838",79.32213,56.31,884,654,818,698,55.38,-1,-1,-1,-1,-1,-1,24,3,0.27,884,1643,1599,818
"2383",2383,"60-24-col-ww-2.tif",10,"d9a9ace2-8287-4029-9d02-03a51d64e033",60.53924,67.67,1472,657,1416,680,64.72,-1,-1,-1,-1,-1,-1,24,3,0.2,1472,1640,1617,1416
"2384",2384,"60-24-col-ww-2.tif",10,"77af5d6d-7b98-4b5f-b0c8-db499fbe0115",32.526913,45,1515,659,1538,682,58.48,-1,-1,-1,-1,-1,-1,24,3,0.11,1515,1638,1615,1538
"2385",2385,"60-24-col-ww-2.tif",10,"edda4877-bd42-4236-bed7-94097c7cd216",77.46612,11.16,1267,661,1282,737,71.26,-1,-1,-1,-1,-1,-1,24,3,0.26,1267,1636,1560,1282
"2386",2386,"60-24-col-ww-2.tif",10,"6f1321da-2215-4536-83e2-65bae0d04e4e",34.4093,54.46,1651,661,1679,681,63.72,-1,-1,-1,-1,-1,-1,24,3,0.12,1651,1636,1616,1679
"2387",2387,"60-24-col-ww-2.tif",10,"575024fa-715c-4ab6-891b-8ebdc3ea5782",59.07622,33.96,1175,668,1208,717,54.93,-1,-1,-1,-1,-1,-1,24,3,0.2,1175,1629,1580,1208
"2388",2388,"60-24-col-ww-2.tif",10,"75c9774d-1b6e-4112-9d2a-55f20c3ef0f0",46.572525,14.93,1174,669,1162,714,51.26,-1,-1,-1,-1,-1,-1,24,3,0.16,1174,1628,1583,1162
"2389",2389,"60-24-col-ww-2.tif",10,"984578e7-6b38-4d21-8db3-46e5c72e2314",41.785164,21.04,1342,673,1357,712,66.54,-1,-1,-1,-1,-1,-1,24,3,0.14,1342,1624,1585,1357
"2390",2390,"60-24-col-ww-2.tif",10,"7d64089c-58ac-44d6-9d03-48746c9f94c5",157.13689,47.58,306,677,190,783,56.96,-1,-1,-1,-1,-1,-1,24,3,0.53,306,1620,1514,190
"2391",2391,"60-24-col-ww-2.tif",10,"c86e127d-935c-419e-9320-5250a578c268",28.442924,79.88,438,681,466,686,54.96,-1,-1,-1,-1,-1,-1,24,3,0.1,438,1616,1611,466
"2392",2392,"60-24-col-ww-2.tif",10,"9f063065-df3c-49c2-8935-3a715a7efbab",40.311287,46.01,606,686,577,714,49.61,-1,-1,-1,-1,-1,-1,24,3,0.14,606,1611,1583,577
"2393",2393,"60-24-col-ww-2.tif",10,"caf956cd-00f3-464c-b624-63f4d068dc95",29.832869,76.43,1586,686,1615,693,54.97,-1,-1,-1,-1,-1,-1,24,3,0.1,1586,1611,1604,1615
"2394",2394,"60-24-col-ww-2.tif",10,"3d965f3a-73fd-42c0-868e-4d0a1f4bc9dc",28.01785,55.18,981,689,1004,705,60.7,-1,-1,-1,-1,-1,-1,24,3,0.09,981,1608,1592,1004
"2395",2395,"60-24-col-ww-2.tif",10,"61f476c9-ef65-4db6-8eb3-04e1c28c5f7f",21.400934,52.59,1531,689,1548,702,57.34,-1,-1,-1,-1,-1,-1,24,3,0.07,1531,1608,1595,1548
"2396",2396,"60-24-col-ww-2.tif",10,"9faeca8a-6eb1-4c81-a014-dddca8f67e86",24.596748,26.57,1424,691,1435,713,59.69,-1,-1,-1,-1,-1,-1,24,3,0.08,1424,1606,1584,1435
"2397",2397,"60-24-col-ww-2.tif",10,"61d736c2-47dc-4ccf-b210-cb31e40d88e9",38.013157,26.57,1413,692,1430,726,58.06,-1,-1,-1,-1,-1,-1,24,3,0.13,1413,1605,1571,1430
"2398",2398,"60-24-col-ww-2.tif",10,"380312ce-686d-4fa5-be54-871044d74af3",61.7171,40.4,1552,696,1592,743,55.77,-1,-1,-1,-1,-1,-1,24,3,0.21,1552,1601,1554,1592
"2399",2399,"60-24-col-ww-2.tif",10,"ec8f035f-9fd8-44a9-bc2f-6e53d4734bb2",33.970577,42.61,1412,705,1389,730,61.49,-1,-1,-1,-1,-1,-1,24,3,0.11,1412,1592,1567,1389
"2400",2400,"60-24-col-ww-2.tif",10,"34951986-a177-4285-b88d-d07e1700eca5",68.593,7.54,1516,708,1525,776,62.57,-1,-1,-1,-1,-1,-1,24,3,0.23,1516,1589,1521,1525
"2401",2401,"60-24-col-ww-2.tif",10,"958880be-04fe-44d4-b6b7-e51b24bfb653",22.022715,39.47,1355,713,1369,730,62.54,-1,-1,-1,-1,-1,-1,24,3,0.07,1355,1584,1567,1369
"2402",2402,"60-24-col-ww-2.tif",10,"3e01908d-2e5f-4095-9fbc-d4bddfb52be6",100.005,49.46,1029,714,1105,779,59.54,-1,-1,-1,-1,-1,-1,24,3,0.34,1029,1583,1518,1105
"2403",2403,"60-24-col-ww-2.tif",10,"0ebd61b2-9c1b-47f3-983b-cf0607aa5703",188.80943,45.64,556,716,421,848,55.33,-1,-1,-1,-1,-1,-1,24,3,0.63,556,1581,1449,421
"2404",2404,"60-24-col-ww-2.tif",10,"ee1d0d40-6fa2-499d-bfdc-8e4af22cd703",106.01887,54.21,911,718,997,780,63.07,-1,-1,-1,-1,-1,-1,24,3,0.36,911,1579,1517,997
"2405",2405,"60-24-col-ww-2.tif",10,"f7a9372a-ad54-4f94-869e-1cf8d2f41dba",24.186773,60.26,910,720,889,732,61.12,-1,-1,-1,-1,-1,-1,24,3,0.08,910,1577,1565,889
"2406",2406,"60-24-col-ww-2.tif",10,"685208e1-16d3-4fab-b47b-d150c2fab155",40.804413,36.03,1381,729,1405,762,59.52,-1,-1,-1,-1,-1,-1,24,3,0.14,1381,1568,1535,1405
"2407",2407,"60-24-col-ww-2.tif",10,"c22a19f2-1832-43c5-8e33-7898464aa2c0",83.294655,4.82,426,740,419,823,54.44,-1,-1,-1,-1,-1,-1,24,3,0.28,426,1557,1474,419
"2408",2408,"60-24-col-ww-2.tif",10,"8e6392c8-afb8-4533-a4a2-3f6900664be2",151.2217,69.89,1365,740,1223,792,71.87,-1,-1,-1,-1,-1,-1,24,3,0.51,1365,1557,1505,1223
"2409",2409,"60-24-col-ww-2.tif",10,"451388eb-f267-4c4b-a346-1e8ac13161a4",78.26238,63.43,1597,745,1667,780,61.71,-1,-1,-1,-1,-1,-1,24,3,0.26,1597,1552,1517,1667
"2410",2410,"60-24-col-ww-2.tif",10,"f7ad80fc-b7e8-4d79-af59-49800067dc65",25.298222,71.57,665,762,641,770,52.06,-1,-1,-1,-1,-1,-1,24,3,0.08,665,1535,1527,641
"2411",2411,"60-24-col-ww-2.tif",10,"86aec760-41a7-47e9-a46b-16e918b5fac0",44.28318,83.52,1140,767,1184,772,67.72,-1,-1,-1,-1,-1,-1,24,3,0.15,1140,1530,1525,1184
"2412",2412,"60-24-col-ww-2.tif",10,"638230f2-5e9a-4789-8275-677c10a87b34",195.88007,26.7,1482,767,1570,942,72.49,-1,-1,-1,-1,-1,-1,24,3,0.66,1482,1530,1355,1570
"2413",2413,"60-24-col-ww-2.tif",10,"f38dfc49-f8f0-4278-bd4e-6d8d41dfde4e",27.89265,75.47,1425,774,1452,781,60.69,-1,-1,-1,-1,-1,-1,24,3,0.09,1425,1523,1516,1452
"2414",2414,"60-24-col-ww-2.tif",10,"9e7c5d29-feec-4233-9582-caf1a01ed545",149.16434,13.57,1623,777,1588,922,67.31,-1,-1,-1,-1,-1,-1,24,3,0.5,1623,1520,1375,1588
"2415",2415,"60-24-col-ww-2.tif",10,"c84e64d2-f503-4df0-a080-903abe74ea97",47.010635,23.84,1105,782,1124,825,64.83,-1,-1,-1,-1,-1,-1,24,3,0.16,1105,1515,1472,1124
"2416",2416,"60-24-col-ww-2.tif",10,"3b71d150-b350-499e-ad3f-a217cc05a15e",28.231188,67.07,1104,783,1078,794,61.68,-1,-1,-1,-1,-1,-1,24,3,0.09,1104,1514,1503,1078
"2417",2417,"60-24-col-ww-2.tif",10,"95c5aaa6-921f-4edf-b5f3-86a8dbc36bc8",49.0408,73.41,898,789,851,803,59.56,-1,-1,-1,-1,-1,-1,24,3,0.16,898,1508,1494,851
"2418",2418,"60-24-col-ww-2.tif",10,"dbce24d2-2cc8-4ee4-af7b-d795eed81b50",58.59181,27.44,1687,792,1714,844,58.98,-1,-1,-1,-1,-1,-1,24,3,0.2,1687,1505,1453,1714
"2419",2419,"60-24-col-ww-2.tif",10,"8caffa41-4c00-454d-8e81-fc0f2806d1e1",70.0928,47.89,1078,795,1130,842,67,-1,-1,-1,-1,-1,-1,24,3,0.24,1078,1502,1455,1130
"2420",2420,"60-24-col-ww-2.tif",10,"93342f46-915f-4504-adf2-fe43909d53ed",34.0147,24.3,1059,797,1045,828,57.92,-1,-1,-1,-1,-1,-1,24,3,0.11,1059,1500,1469,1045
"2421",2421,"60-24-col-ww-2.tif",10,"1051900d-1140-4628-a826-6096b821768f",130.38788,23.03,1408,802,1459,922,60.64,-1,-1,-1,-1,-1,-1,24,3,0.44,1408,1495,1375,1459
"2422",2422,"60-24-col-ww-2.tif",10,"9d9ec12e-c6f8-4ac4-9dc3-a51e8a766843",23.323807,59.04,1407,803,1387,815,68.54,-1,-1,-1,-1,-1,-1,24,3,0.08,1407,1494,1482,1387
"2423",2423,"60-24-col-ww-2.tif",10,"643ac882-f434-4897-ad95-1420c0040e3a",142.83557,56.42,823,810,704,889,62.91,-1,-1,-1,-1,-1,-1,24,3,0.48,823,1487,1408,704
"2424",2424,"60-24-col-ww-2.tif",10,"e288230c-dd2b-4b8b-ad9a-4ca88406c2eb",108.00463,36.34,572,816,508,903,52.31,-1,-1,-1,-1,-1,-1,24,3,0.36,572,1481,1394,508
"2425",2425,"60-24-col-ww-2.tif",10,"5b07ba58-9958-474a-ae54-7e39c5c9c1a5",17.691807,47.29,1131,838,1144,850,66.56,-1,-1,-1,-1,-1,-1,24,3,0.06,1131,1459,1447,1144
"2426",2426,"60-24-col-ww-2.tif",10,"288b5dd1-196b-4ccc-9b63-6162ef2c72b5",29.832869,76.43,708,847,679,854,56.19,-1,-1,-1,-1,-1,-1,24,3,0.1,708,1450,1443,679
"2427",2427,"60-24-col-ww-2.tif",10,"6a5b9c2f-2a23-44ed-bfed-5d5dcc222711",27.58623,46.47,1142,848,1162,867,64.74,-1,-1,-1,-1,-1,-1,24,3,0.09,1142,1449,1430,1162
"2428",2428,"60-24-col-ww-2.tif",10,"0294642c-023f-4e11-95a0-5b95991625f8",79.93122,46.52,435,849,493,904,54.9,-1,-1,-1,-1,-1,-1,24,3,0.27,435,1448,1393,493
"2429",2429,"60-24-col-ww-2.tif",10,"e7dff66b-4da5-47fc-b87d-05b3dacdcce3",37.336308,7.7,945,855,950,892,57.42,-1,-1,-1,-1,-1,-1,24,3,0.13,945,1442,1405,950
"2430",2430,"60-24-col-ww-2.tif",10,"baba5a6a-676d-4e07-8fed-3bdcd368e22e",24.738634,75.96,1333,860,1309,866,54.71,-1,-1,-1,-1,-1,-1,24,3,0.08,1333,1437,1431,1309
"2431",2431,"60-24-col-ww-2.tif",10,"ffb9a79d-fa1f-4023-86b9-76087d63b43b",36.249138,65.56,1254,861,1221,876,64.89,-1,-1,-1,-1,-1,-1,24,3,0.12,1254,1436,1421,1221
"2432",2432,"60-24-col-ww-2.tif",10,"6e0b4d25-9262-4e42-968b-3c91fd2201f7",94.93682,66.41,1192,868,1105,906,64.5,-1,-1,-1,-1,-1,-1,24,3,0.32,1192,1429,1391,1105
"2433",2433,"60-24-col-ww-2.tif",10,"868cf410-d4ef-400b-94b7-ccc2b50dd2bb",68.96376,73.14,365,875,299,895,63.61,-1,-1,-1,-1,-1,-1,24,3,0.23,365,1422,1402,299
"2434",2434,"60-24-col-ww-2.tif",10,"d2f138ee-80f9-4f22-b85d-f47daec5fb03",20.396078,78.69,1193,878,1213,882,64.64,-1,-1,-1,-1,-1,-1,24,3,0.07,1193,1419,1415,1213
"2435",2435,"60-24-col-ww-2.tif",10,"f14a56f0-872f-415b-a16e-dec66d1f8967",34.928497,13.24,949,893,941,927,62.71,-1,-1,-1,-1,-1,-1,24,3,0.12,949,1404,1370,941
"2436",2436,"60-24-col-ww-2.tif",10,"e1163179-4df8-4b30-8a25-b9da1254d922",62.0967,75.07,813,901,753,917,63.69,-1,-1,-1,-1,-1,-1,24,3,0.21,813,1396,1380,753
"2437",2437,"60-24-col-ww-2.tif",10,"437c7bb9-2825-43ec-90f3-2d94017341c5",41.231056,67.17,990,902,952,918,59.58,-1,-1,-1,-1,-1,-1,24,3,0.14,990,1395,1379,952
"2438",2438,"60-24-col-ww-2.tif",10,"a0d287e2-3176-417f-a5e7-1269732e73f6",21.023796,64.65,507,903,488,912,52.08,-1,-1,-1,-1,-1,-1,24,3,0.07,507,1394,1385,488
"2439",2439,"60-24-col-ww-2.tif",10,"796ce9a1-5d8f-4758-8d54-eb629f644446",67.08204,63.43,508,904,568,934,44.85,-1,-1,-1,-1,-1,-1,24,3,0.23,508,1393,1363,568
"2440",2440,"60-24-col-ww-2.tif",10,"bb94d930-7114-4821-aab0-271e671d58c7",65.76473,44.38,752,917,706,964,60.45,-1,-1,-1,-1,-1,-1,24,3,0.22,752,1380,1333,706
"2441",2441,"60-24-col-ww-2.tif",10,"f86b11ef-bde6-430d-9b9a-9ebd9b126e65",36.23534,62.02,1026,918,1058,935,70.13,-1,-1,-1,-1,-1,-1,24,3,0.12,1026,1379,1362,1058
"2442",2442,"60-24-col-ww-2.tif",10,"73393bf4-2cdb-45e5-baea-203bb3530836",113.841995,71.57,1311,918,1419,954,63.03,-1,-1,-1,-1,-1,-1,24,3,0.38,1311,1379,1343,1419
"2443",2443,"60-24-col-ww-2.tif",10,"503915cd-ce32-4612-8e1f-a5e01eb30633",64.25729,20.97,1451,923,1474,983,65.12,-1,-1,-1,-1,-1,-1,24,3,0.22,1451,1374,1314,1474
"2444",2444,"60-24-col-ww-2.tif",10,"1cec8255-36db-40f8-bbdf-b109bae4edc1",30.870699,65.1,569,929,597,942,51.08,-1,-1,-1,-1,-1,-1,24,3,0.1,569,1368,1355,597
"2445",2445,"60-24-col-ww-2.tif",10,"8c898745-9154-4519-8ca9-dea64ce79051",27.294687,61.56,459,931,435,944,51.79,-1,-1,-1,-1,-1,-1,24,3,0.09,459,1366,1353,435
"2446",2446,"60-24-col-ww-2.tif",10,"fe0af864-df6e-4e14-9b75-9f9b6c061c4b",89.19641,47.73,1176,931,1242,991,65.27,-1,-1,-1,-1,-1,-1,24,3,0.3,1176,1366,1306,1242
"2447",2447,"60-24-col-ww-2.tif",10,"4dbf79ea-5604-4747-a068-145ab3d93896",120.966934,43.33,1058,936,1141,1024,54.3,-1,-1,-1,-1,-1,-1,24,3,0.41,1058,1361,1273,1141
"2448",2448,"60-24-col-ww-2.tif",10,"3d0c3b10-68bf-4cc8-afaa-8c094ba5fe24",23.537205,77.74,602,937,625,942,59.15,-1,-1,-1,-1,-1,-1,24,3,0.08,602,1360,1355,625
"2449",2449,"60-24-col-ww-2.tif",10,"b06bd690-0fa1-4e0f-b28a-8d77e6f4ddf2",61.846584,50.91,647,941,695,980,60.2,-1,-1,-1,-1,-1,-1,24,3,0.21,647,1356,1317,695
"2450",2450,"60-24-col-ww-2.tif",10,"d8d72934-4d4b-4a1f-86fe-731e0ce73cac",49.40648,54.06,1309,944,1349,973,67.41,-1,-1,-1,-1,-1,-1,24,3,0.17,1309,1353,1324,1349
"2451",2451,"60-24-col-ww-2.tif",10,"7676ab75-cfe0-4dc0-846e-47bd6c3554da",92.20087,36.62,1312,952,1257,1026,62.46,-1,-1,-1,-1,-1,-1,24,3,0.31,1312,1345,1271,1257
"2452",2452,"60-24-col-ww-2.tif",10,"417f6fc4-6081-4391-9392-b854dc53ec95",34.88553,27.3,925,973,941,1004,72.48,-1,-1,-1,-1,-1,-1,24,3,0.12,925,1324,1293,941
"2453",2453,"60-24-col-ww-2.tif",10,"e712e36b-a032-4422-b903-9fa00d1989b9",49.819675,38.48,694,984,663,1023,64.31,-1,-1,-1,-1,-1,-1,24,3,0.17,694,1313,1274,663
"2454",2454,"60-24-col-ww-2.tif",10,"698a12cc-847b-45de-a1ba-85f3efa2cd5f",25.806976,54.46,1359,987,1380,1002,64.46,-1,-1,-1,-1,-1,-1,24,3,0.09,1359,1310,1295,1380
"2455",2455,"60-24-col-ww-2.tif",10,"a6ac8e07-d0c4-4487-8730-83b9ecc199c1",15.811388,55.3,727,990,714,999,60.32,-1,-1,-1,-1,-1,-1,24,3,0.05,727,1307,1298,714
"2456",2456,"60-24-col-ww-2.tif",10,"7d37030d-04a1-424d-ad69-04f3f94dcf96",126.58989,44.04,603,1006,515,1097,68.09,-1,-1,-1,-1,-1,-1,24,3,0.43,603,1291,1200,515
"2457",2457,"60-24-col-ww-2.tif",10,"692d3993-fc6f-4c37-86fd-bc70a6c9e748",68.593,45.59,1358,1006,1407,1054,67.55,-1,-1,-1,-1,-1,-1,24,3,0.23,1358,1291,1243,1407
"2458",2458,"60-24-col-ww-2.tif",10,"59e10f0b-3411-460b-95a0-1146fcf57d30",56.586216,43.57,897,1012,858,1053,71.59,-1,-1,-1,-1,-1,-1,24,3,0.19,897,1285,1244,858
"2459",2459,"60-24-col-ww-2.tif",10,"2de59023-ca53-4a6b-a699-66bd442b38d0",25,36.87,1403,1019,1418,1039,67.83,-1,-1,-1,-1,-1,-1,24,3,0.08,1403,1278,1258,1418
"2460",2460,"60-24-col-ww-2.tif",10,"c47eb5f6-725e-4568-b1ea-53ffd75d11a2",134.61426,63.05,638,1041,518,1102,68.93,-1,-1,-1,-1,-1,-1,24,3,0.45,638,1256,1195,518
"2461",2461,"60-24-col-ww-2.tif",10,"8f47a10b-21b4-45e8-90e4-2985c1e239aa",25.553865,30.58,1430,1051,1417,1073,65.69,-1,-1,-1,-1,-1,-1,24,3,0.09,1430,1246,1224,1417
"2462",2462,"60-24-col-ww-2.tif",10,"4e55b884-aa71-43c9-a98f-4eee072047f1",55.461697,64.36,826,1054,776,1078,64.29,-1,-1,-1,-1,-1,-1,24,3,0.19,826,1243,1219,776
"2463",2463,"60-24-col-ww-2.tif",10,"14f6f191-4926-4e3a-98ca-6674c466610f",22.803509,37.87,946,1063,932,1081,64.89,-1,-1,-1,-1,-1,-1,24,3,0.08,946,1234,1216,932
"2464",2464,"60-24-col-ww-2.tif",10,"e60904d2-1c18-480f-a268-5c9cb3dcbcc0",54.67175,39.81,1496,1085,1531,1127,68.36,-1,-1,-1,-1,-1,-1,24,3,0.18,1496,1212,1170,1531
"2465",2465,"60-24-col-ww-2.tif",10,"e2d0550d-2d7a-4abb-8839-c575a6699c27",32.24903,60.26,514,1098,486,1114,70.4,-1,-1,-1,-1,-1,-1,24,3,0.11,514,1199,1183,486
"2466",2466,"60-24-col-ww-2.tif",10,"f78e2d43-a529-4b52-a3ab-b894b3665334",65.51336,31.26,920,1100,886,1156,64.05,-1,-1,-1,-1,-1,-1,24,3,0.22,920,1197,1141,886
"2467",2467,"60-24-col-ww-2.tif",10,"72610b44-7690-4d8a-9c8b-13c21216d776",237.00844,43.12,694,1115,532,1288,71.27,-1,-1,-1,-1,-1,-1,24,3,0.8,694,1182,1009,532
"2468",2468,"60-24-col-ww-2.tif",10,"15b6eb33-1699-4878-99e8-5246c48ace3e",34.525352,10.01,1530,1130,1536,1164,62.2,-1,-1,-1,-1,-1,-1,24,3,0.12,1530,1167,1133,1536
"2469",2469,"60-24-col-ww-2.tif",10,"aff56685-92d2-4a0a-a032-836f4fe755e6",71.30919,14.62,961,1136,943,1205,59.69,-1,-1,-1,-1,-1,-1,24,3,0.24,961,1161,1092,943
"2470",2470,"60-24-col-ww-2.tif",10,"5d023420-1660-4e08-9521-7fad351df10e",39.40812,54.29,1021,1156,1053,1179,65.04,-1,-1,-1,-1,-1,-1,24,3,0.13,1021,1141,1118,1053
"2471",2471,"60-24-col-ww-2.tif",10,"0a6f253a-d395-4f82-9f7b-0d7c4944458e",20.396078,78.69,1000,1159,1020,1163,58.12,-1,-1,-1,-1,-1,-1,24,3,0.07,1000,1138,1134,1020
"2472",2472,"60-24-col-ww-2.tif",10,"0b4e67e5-e3dd-4fa2-b8e2-404ef2f788f9",71.568146,7.22,885,1163,894,1234,64.3,-1,-1,-1,-1,-1,-1,24,3,0.24,885,1134,1063,894
"2473",2473,"60-24-col-ww-2.tif",10,"e502b7a1-230d-4cfc-b40c-0197e628e100",66.1211,3.47,980,1171,984,1237,65.41,-1,-1,-1,-1,-1,-1,24,3,0.22,980,1126,1060,984
"2474",2474,"60-24-col-ww-2.tif",10,"c213daa7-477f-4479-9618-9e926a6f4df4",70.93659,21.5,871,1190,897,1256,63.92,-1,-1,-1,-1,-1,-1,24,3,0.24,871,1107,1041,897
"2475",2475,"60-24-col-ww-2.tif",10,"6349b672-d293-4ae6-90e1-a341bd3e9105",39.115215,4.4,938,1215,935,1254,63.17,-1,-1,-1,-1,-1,-1,24,3,0.13,938,1082,1043,935
"2476",2476,"60-24-col-ww-2.tif",10,"8abd790c-eec8-41e4-a617-54191e807ee6",56.85068,50.71,980,1220,936,1256,63.95,-1,-1,-1,-1,-1,-1,24,3,0.19,980,1077,1041,936
"2477",2477,"60-24-col-ww-2.tif",10,"bf40152b-e0c2-4c0a-af27-6044405b8e5e",73.1642,68.34,983,1238,1051,1265,69.72,-1,-1,-1,-1,-1,-1,24,3,0.25,983,1059,1032,1051
"2478",2478,"60-24-col-ww-2.tif",10,"6acc062d-ab19-465c-829c-8c819c8fe8eb",25.059929,28.61,935,1256,923,1278,65.39,-1,-1,-1,-1,-1,-1,24,3,0.08,935,1041,1019,923
"2479",2479,"60-24-col-ww-2.tif",10,"77f97a17-949a-49bb-8773-c93170db9c46",42.72002,73.69,1093,1262,1052,1274,69.66,-1,-1,-1,-1,-1,-1,24,3,0.14,1093,1035,1023,1052
"2480",2480,"60-24-col-ww-2.tif",10,"8fd8f016-d9b2-41fa-a6ce-582b17df711b",22.671568,41.42,925,1263,910,1280,65.37,-1,-1,-1,-1,-1,-1,24,3,0.08,925,1034,1017,910
"2481",2481,"60-24-col-ww-2.tif",10,"4644b079-f0a5-417b-9f85-79c428e573f0",47.801674,74.22,969,1268,923,1281,65.61,-1,-1,-1,-1,-1,-1,24,3,0.16,969,1029,1016,923
"2482",2482,"60-24-col-ww-2.tif",10,"7829af29-f380-412e-89fe-a8c98a9b6dcf",26.019224,2.2,975,1274,976,1300,70.89,-1,-1,-1,-1,-1,-1,24,3,0.09,975,1023,997,976
"2483",2483,"60-24-col-ww-2.tif",10,"f94710e6-6c29-4293-ab06-54563080a79f",73.78347,32.83,917,1282,957,1344,62.48,-1,-1,-1,-1,-1,-1,24,3,0.25,917,1015,953,957
"2484",2484,"60-24-col-ww-2.tif",10,"60e96f3c-1f43-425f-9c96-eae6475e2e17",40.804413,53.97,974,1283,941,1307,67.94,-1,-1,-1,-1,-1,-1,24,3,0.14,974,1014,990,941
"2485",2485,"60-24-col-ww-2.tif",10,"063370f6-c998-47fa-97b9-f9f559c13fd5",29.12044,74.05,907,1285,879,1293,61.85,-1,-1,-1,-1,-1,-1,24,3,0.1,907,1012,1004,879
"2486",2486,"60-24-col-ww-2.tif",10,"6cc0cd96-2aba-464e-ac0d-278a91e2b87a",102.20078,53.35,916,1288,834,1349,66.83,-1,-1,-1,-1,-1,-1,24,3,0.34,916,1009,948,834
"2487",2487,"60-24-col-ww-2.tif",10,"156b33b1-2c90-4b77-a25a-184c9c362a52",25.495098,64.44,875,1291,852,1302,68.12,-1,-1,-1,-1,-1,-1,24,3,0.09,875,1006,995,852
"2488",2488,"60-24-col-ww-2.tif",10,"d0c1678e-0030-49ac-8206-7277de5ead7e",47.759815,70.43,851,1301,806,1317,66.54,-1,-1,-1,-1,-1,-1,24,3,0.16,851,996,980,806
"2489",2489,"60-24-col-ww-2.tif",10,"8ba7b4bc-4038-4bda-8433-59c5b750a2e4",118.595955,65.6,1066,1301,958,1350,63.19,-1,-1,-1,-1,-1,-1,24,3,0.4,1066,996,947,958
"2490",2490,"60-24-col-ww-2.tif",10,"38ff1010-dc0c-49b3-a7a1-24febb8efcf9",97.082436,48.76,852,1303,779,1367,73.77,-1,-1,-1,-1,-1,-1,24,3,0.33,852,994,930,779
"2491",2491,"60-24-col-ww-2.tif",10,"0b80273e-6ecb-4720-ad01-3c363020901a",28.84441,56.31,1115,1311,1139,1327,70.1,-1,-1,-1,-1,-1,-1,24,3,0.1,1115,986,970,1139
"2492",2492,"60-24-col-ww-2.tif",10,"cb09ee95-74a2-4ba6-a147-1003d810d2b7",30.88689,29.05,851,1319,836,1346,66.79,-1,-1,-1,-1,-1,-1,24,3,0.1,851,978,951,836
