"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"1167",1167,"60-21-col-ww-2.tif",7,"89806dce-2f75-4098-aeab-c9a557af92a4",29,46.4,853,154,874,174,56.3,-1,-1,-1,-1,-1,-1,21,3,0.1,853,2143,2123,874
"1168",1168,"60-21-col-ww-2.tif",7,"249b2350-3ab2-45e2-a0bc-9b698c37ed3b",93.00538,36.25,1313,154,1368,229,64.31,-1,-1,-1,-1,-1,-1,21,3,0.31,1313,2143,2068,1368
"1169",1169,"60-21-col-ww-2.tif",7,"60218285-49a9-409b-bf1d-f2e83ec4ced1",52.611786,8.75,942,171,950,223,64.34,-1,-1,-1,-1,-1,-1,21,3,0.18,942,2126,2074,950
"1170",1170,"60-21-col-ww-2.tif",7,"2696271c-808c-49a6-9467-b04e06595447",87.32124,39.89,933,174,877,241,55.42,-1,-1,-1,-1,-1,-1,21,3,0.29,933,2123,2056,877
"1171",1171,"60-21-col-ww-2.tif",7,"a3132c5b-860d-4e47-bade-e2f98ec63742",84.646324,51.23,692,192,626,245,58.41,-1,-1,-1,-1,-1,-1,21,3,0.28,692,2105,2052,626
"1172",1172,"60-21-col-ww-2.tif",7,"5df6f925-550f-41d2-9e88-6ede406f9350",21.931713,24.23,1022,208,1031,228,55.52,-1,-1,-1,-1,-1,-1,21,3,0.07,1022,2089,2069,1031
"1173",1173,"60-21-col-ww-2.tif",7,"d61b74ea-25b1-4cb4-bcab-7f1a90cf9901",33.30165,41.35,681,211,659,236,53.26,-1,-1,-1,-1,-1,-1,21,3,0.11,681,2086,2061,659
"1174",1174,"60-21-col-ww-2.tif",7,"1eb821b1-17ff-4f8d-9458-56b07cd515d9",24.186773,29.74,1044,211,1032,232,54.2,-1,-1,-1,-1,-1,-1,21,3,0.08,1044,2086,2065,1032
"1175",1175,"60-21-col-ww-2.tif",7,"ba9b2bc6-7c81-4d33-a2b9-5cca2927d890",32.01562,14.47,953,224,945,255,66.2,-1,-1,-1,-1,-1,-1,21,3,0.11,953,2073,2042,945
"1176",1176,"60-21-col-ww-2.tif",7,"be2ed2eb-7282-436b-9806-c28d9756c8c5",21.189621,70.71,1040,232,1060,239,52.82,-1,-1,-1,-1,-1,-1,21,3,0.07,1040,2065,2058,1060
"1177",1177,"60-21-col-ww-2.tif",7,"45b69e35-54b6-4b13-9192-4587e7db08de",26.400757,37.3,1038,234,1054,255,53.56,-1,-1,-1,-1,-1,-1,21,3,0.09,1038,2063,2042,1054
"1178",1178,"60-21-col-ww-2.tif",7,"1e39cffb-b17e-402a-91be-cca789bb360d",41.036568,46.97,945,236,915,264,60.66,-1,-1,-1,-1,-1,-1,21,3,0.14,945,2061,2033,915
"1179",1179,"60-21-col-ww-2.tif",7,"fd5f6456-88b1-4eff-ac21-f7fe4e89a176",36.249138,24.44,838,252,823,285,60.01,-1,-1,-1,-1,-1,-1,21,3,0.12,838,2045,2012,823
"1180",1180,"60-21-col-ww-2.tif",7,"e28cb509-b92b-47d2-bf0b-740ff94303be",68.942,23.96,1054,255,1082,318,53.85,-1,-1,-1,-1,-1,-1,21,3,0.23,1054,2042,1979,1082
"1181",1181,"60-21-col-ww-2.tif",7,"df27a1cd-2bdb-4726-9861-ad00d0da880b",66.24198,61.11,1130,261,1188,293,61.8,-1,-1,-1,-1,-1,-1,21,3,0.22,1130,2036,2004,1188
"1182",1182,"60-21-col-ww-2.tif",7,"27645061-7b73-45c5-8a53-265c45f7d663",124.90797,29.23,864,263,803,372,56.72,-1,-1,-1,-1,-1,-1,21,3,0.42,864,2034,1925,803
"1183",1183,"60-21-col-ww-2.tif",7,"70614402-57b6-4717-aa67-49665106c6a1",30,36.87,908,272,890,296,63.99,-1,-1,-1,-1,-1,-1,21,3,0.1,908,2025,2001,890
"1184",1184,"60-21-col-ww-2.tif",7,"8f896e1c-defd-4e1a-93ca-951c763c657e",151.71684,33.17,586,276,503,403,43.46,-1,-1,-1,-1,-1,-1,21,3,0.51,586,2021,1894,503
"1185",1185,"60-21-col-ww-2.tif",7,"2e4137eb-94c5-4cbb-a041-126f07be8021",90.79648,7.59,953,288,941,378,59.84,-1,-1,-1,-1,-1,-1,21,3,0.31,953,2009,1919,941
"1186",1186,"60-21-col-ww-2.tif",7,"a8626339-c4a3-4876-8559-1e827fb3b148",31.622776,71.57,1042,289,1012,299,63.76,-1,-1,-1,-1,-1,-1,21,3,0.11,1042,2008,1998,1012
"1187",1187,"60-21-col-ww-2.tif",7,"3206343f-dc13-4775-86d7-841a07b7da75",61.77378,29.05,1053,302,1083,356,53.78,-1,-1,-1,-1,-1,-1,21,3,0.21,1053,1995,1941,1083
"1188",1188,"60-21-col-ww-2.tif",7,"c96d1884-3fd9-4cda-bf3c-2d7b3cc64d00",107.37784,57.94,1221,320,1312,377,63.38,-1,-1,-1,-1,-1,-1,21,3,0.36,1221,1977,1920,1312
"1189",1189,"60-21-col-ww-2.tif",7,"005a1162-3702-4d8c-b34d-89003151921d",33.970577,47.39,1090,329,1115,352,44.7,-1,-1,-1,-1,-1,-1,21,3,0.11,1090,1968,1945,1115
"1190",1190,"60-21-col-ww-2.tif",7,"40987e0e-0615-47b8-9cdc-268ec8adb3d2",81.27115,34.47,1012,335,1058,402,61.03,-1,-1,-1,-1,-1,-1,21,3,0.27,1012,1962,1895,1058
"1191",1191,"60-21-col-ww-2.tif",7,"4e877fcd-7254-45da-bb7d-a5af2753f5a9",31.38471,67.52,883,345,854,357,61.1,-1,-1,-1,-1,-1,-1,21,3,0.11,883,1952,1940,854
"1192",1192,"60-21-col-ww-2.tif",7,"4a657bb7-316c-4018-8dc1-97440f6792c3",56.586216,46.43,794,353,753,392,57.87,-1,-1,-1,-1,-1,-1,21,3,0.19,794,1944,1905,753
"1193",1193,"60-21-col-ww-2.tif",7,"385a7dac-b7f1-4cd7-a111-cf67ee83e545",22.847319,66.8,1120,353,1099,362,50.14,-1,-1,-1,-1,-1,-1,21,3,0.08,1120,1944,1935,1099
"1194",1194,"60-21-col-ww-2.tif",7,"fcff5383-7fb6-42c9-acc2-81f799f04c3d",124.53513,55.8,1197,364,1300,434,64.59,-1,-1,-1,-1,-1,-1,21,3,0.42,1197,1933,1863,1300
"1195",1195,"60-21-col-ww-2.tif",7,"1373dc01-1479-40b7-8773-f1aa162cc9da",74.672615,69.62,712,365,642,391,58.87,-1,-1,-1,-1,-1,-1,21,3,0.25,712,1932,1906,642
"1196",1196,"60-21-col-ww-2.tif",7,"7c17e21f-4015-437d-aa61-06ccdaaa0bb2",38.209946,47.12,1128,372,1156,398,58.58,-1,-1,-1,-1,-1,-1,21,3,0.13,1128,1925,1899,1156
"1197",1197,"60-21-col-ww-2.tif",7,"6b45c424-f4d4-461d-b70b-990be22264ef",34.20526,37.87,803,373,782,400,56.82,-1,-1,-1,-1,-1,-1,21,3,0.11,803,1924,1897,782
"1198",1198,"60-21-col-ww-2.tif",7,"96728fe3-df90-4ef7-861d-b36b0b1d4217",37.336308,69.62,566,378,601,391,57.9,-1,-1,-1,-1,-1,-1,21,3,0.13,566,1919,1906,601
"1199",1199,"60-21-col-ww-2.tif",7,"9e35c5fc-4a89-49a4-b634-450244baafdc",28.301943,57.99,952,378,976,393,60.34,-1,-1,-1,-1,-1,-1,21,3,0.1,952,1919,1904,976
"1200",1200,"60-21-col-ww-2.tif",7,"95841ff0-2a0f-4533-8580-17e399f6f17d",63.28507,5.44,949,379,955,442,60.71,-1,-1,-1,-1,-1,-1,21,3,0.21,949,1918,1855,955
"1201",1201,"60-21-col-ww-2.tif",7,"829e900b-1eaf-4e55-9da0-b66b89a8223a",63.348244,11.84,1314,379,1301,441,63.16,-1,-1,-1,-1,-1,-1,21,3,0.21,1314,1918,1856,1301
"1202",1202,"60-21-col-ww-2.tif",7,"b6e749ba-3cdc-4e0c-b46f-d388858761a7",69.52697,49.67,565,383,512,428,47.7,-1,-1,-1,-1,-1,-1,21,3,0.23,565,1914,1869,512
"1203",1203,"60-21-col-ww-2.tif",7,"09eb475a-d0da-4a27-b3c3-87c1c4756c2f",97.18539,49.59,740,405,666,468,48.57,-1,-1,-1,-1,-1,-1,21,3,0.33,740,1892,1829,666
"1204",1204,"60-21-col-ww-2.tif",7,"dfa3837d-cbc7-4727-86f5-8a2d6831dd27",62.201286,36.5,774,408,737,458,56.25,-1,-1,-1,-1,-1,-1,21,3,0.21,774,1889,1839,737
"1205",1205,"60-21-col-ww-2.tif",7,"1e7fc872-5315-4446-a36d-6028c9c2af40",96.26006,55.15,1000,409,1079,464,66.22,-1,-1,-1,-1,-1,-1,21,3,0.32,1000,1888,1833,1079
"1206",1206,"60-21-col-ww-2.tif",7,"e695980a-24b7-4657-b4c3-05c01342ab1f",24.839485,40.1,1071,417,1087,436,68.12,-1,-1,-1,-1,-1,-1,21,3,0.08,1071,1880,1861,1087
"1207",1207,"60-21-col-ww-2.tif",7,"23c49251-faf9-439c-a110-f6bee9d38ec6",64.66065,50.65,954,443,1004,484,56.37,-1,-1,-1,-1,-1,-1,21,3,0.22,954,1854,1813,1004
"1208",1208,"60-21-col-ww-2.tif",7,"d2d66dfd-1715-4185-9ea4-25836848bd4e",22.203604,54.16,1338,443,1356,456,59.48,-1,-1,-1,-1,-1,-1,21,3,0.07,1338,1854,1841,1356
"1209",1209,"60-21-col-ww-2.tif",7,"182de384-892a-4de7-8f73-2a2d3970fd9b",60.74537,57.09,929,445,878,478,66.77,-1,-1,-1,-1,-1,-1,21,3,0.2,929,1852,1819,878
"1210",1210,"60-21-col-ww-2.tif",7,"c0e66e95-99d9-4f7b-9fba-cd7eaa796553",77.02597,1.49,953,445,955,522,61.54,-1,-1,-1,-1,-1,-1,21,3,0.26,953,1852,1775,955
"1211",1211,"60-21-col-ww-2.tif",7,"5c02c4a6-936e-4156-958c-3599a000b69a",67.601776,82.35,1378,458,1445,467,63.27,-1,-1,-1,-1,-1,-1,21,3,0.23,1378,1839,1830,1445
"1212",1212,"60-21-col-ww-2.tif",7,"22533ba2-162f-486a-a490-931709cb50b3",22.847319,66.8,1061,474,1040,483,59.92,-1,-1,-1,-1,-1,-1,21,3,0.08,1061,1823,1814,1040
"1213",1213,"60-21-col-ww-2.tif",7,"3c347236-0c80-4778-8957-0ba6b2775f71",79.630394,54.71,1133,477,1198,523,50.53,-1,-1,-1,-1,-1,-1,21,3,0.27,1133,1820,1774,1198
"1214",1214,"60-21-col-ww-2.tif",7,"9a28fff3-512f-439d-b087-214cceda8e23",41.036568,46.97,648,479,618,507,52,-1,-1,-1,-1,-1,-1,21,3,0.14,648,1818,1790,618
"1215",1215,"60-21-col-ww-2.tif",7,"7b337ff3-5b11-4ac2-bcd0-2cecc880a2ad",78.64477,48.61,869,488,810,540,64.09,-1,-1,-1,-1,-1,-1,21,3,0.26,869,1809,1757,810
"1216",1216,"60-21-col-ww-2.tif",7,"f5f6d6ea-387a-42ab-bc39-fa9262dfcbfc",138.85243,48.5,744,492,640,584,62.15,-1,-1,-1,-1,-1,-1,21,3,0.47,744,1805,1713,640
"1217",1217,"60-21-col-ww-2.tif",7,"5db66d67-7338-43a1-8ce4-16562899b328",53.15073,41.19,1234,492,1199,532,51.93,-1,-1,-1,-1,-1,-1,21,3,0.18,1234,1805,1765,1199
"1218",1218,"60-21-col-ww-2.tif",7,"6106ca45-5419-4207-8f5f-05b44bb8014e",196.06122,71.57,547,504,361,566,47.23,-1,-1,-1,-1,-1,-1,21,3,0.66,547,1793,1731,361
"1219",1219,"60-21-col-ww-2.tif",7,"3182c615-e072-400b-b5cf-381bcfd1912d",91.214035,74.74,1063,516,1151,540,63.66,-1,-1,-1,-1,-1,-1,21,3,0.31,1063,1781,1757,1151
"1220",1220,"60-21-col-ww-2.tif",7,"525e9142-0681-4c9f-a56c-e48a3de2de75",48.373547,29.74,1229,519,1253,561,60.89,-1,-1,-1,-1,-1,-1,21,3,0.16,1229,1778,1736,1253
"1221",1221,"60-21-col-ww-2.tif",7,"d0e3b97b-5f1b-4194-9324-366607069f28",95.189285,58.31,946,542,1027,592,50.05,-1,-1,-1,-1,-1,-1,21,3,0.32,946,1755,1705,1027
"1222",1222,"60-21-col-ww-2.tif",7,"cc3873a4-4095-4a3e-be2d-2649ad8d2fe8",21.954498,59.93,1163,544,1182,555,64.2,-1,-1,-1,-1,-1,-1,21,3,0.07,1163,1753,1742,1182
"1223",1223,"60-21-col-ww-2.tif",7,"5aa51164-70f9-4e5f-9f2e-c79a7be164fb",26.24881,40.36,1499,550,1482,570,54.35,-1,-1,-1,-1,-1,-1,21,3,0.09,1499,1747,1727,1482
"1224",1224,"60-21-col-ww-2.tif",7,"88256873-ff05-4169-b82e-bd345eda3b3b",59.05929,61.7,1286,552,1338,580,59.73,-1,-1,-1,-1,-1,-1,21,3,0.2,1286,1745,1717,1338
"1225",1225,"60-21-col-ww-2.tif",7,"bdf2dcd1-a32a-4f46-b893-d32f5fdd7dfb",21.587032,76.61,1232,559,1211,564,63.9,-1,-1,-1,-1,-1,-1,21,3,0.07,1232,1738,1733,1211
"1226",1226,"60-21-col-ww-2.tif",7,"4733a5f8-74f3-46e3-9c0e-15d9667530f9",18.384777,67.62,1240,562,1257,569,61.17,-1,-1,-1,-1,-1,-1,21,3,0.06,1240,1735,1728,1257
"1227",1227,"60-21-col-ww-2.tif",7,"1cb8354a-dcae-42ca-ba3e-5b9398a0c4b6",55.9017,63.43,1278,573,1328,598,60.53,-1,-1,-1,-1,-1,-1,21,3,0.19,1278,1724,1699,1328
"1228",1228,"60-21-col-ww-2.tif",7,"108239b8-554a-488f-af47-3694b08ea4c9",34.828148,39.17,1277,579,1299,606,64.04,-1,-1,-1,-1,-1,-1,21,3,0.12,1277,1718,1691,1299
"1229",1229,"60-21-col-ww-2.tif",7,"748ae146-3442-4a53-a973-88b96c6af3a9",20.12461,26.57,1261,582,1252,600,65.84,-1,-1,-1,-1,-1,-1,21,3,0.07,1261,1715,1697,1252
"1230",1230,"60-21-col-ww-2.tif",7,"79d435c0-26ea-4f99-a59a-df59df65ba0a",33.42155,38.93,1028,587,1049,613,50.1,-1,-1,-1,-1,-1,-1,21,3,0.11,1028,1710,1684,1049
"1231",1231,"60-21-col-ww-2.tif",7,"a3d2660b-e54d-42af-8264-c749636d070a",135.07405,70.09,1558,592,1685,638,65.9,-1,-1,-1,-1,-1,-1,21,3,0.45,1558,1705,1659,1685
"1232",1232,"60-21-col-ww-2.tif",7,"3afab268-3fe9-4811-a14c-70a293dcbfa1",39.56008,16.14,947,598,936,636,63.19,-1,-1,-1,-1,-1,-1,21,3,0.13,947,1699,1661,936
"1233",1233,"60-21-col-ww-2.tif",7,"7807f7ab-6967-461a-82a6-76a7d5249d56",20,36.87,628,604,616,620,56.6,-1,-1,-1,-1,-1,-1,21,3,0.07,628,1693,1677,616
"1234",1234,"60-21-col-ww-2.tif",7,"dc134ae1-cde0-4eae-9dd3-8201cead9ff3",69.856995,66.37,520,606,456,634,47.76,-1,-1,-1,-1,-1,-1,21,3,0.23,520,1691,1663,456
"1235",1235,"60-21-col-ww-2.tif",7,"c72ce224-2a81-4194-8170-5f5574d40ed0",30.88689,29.05,562,608,577,635,48.15,-1,-1,-1,-1,-1,-1,21,3,0.1,562,1689,1662,577
"1236",1236,"60-21-col-ww-2.tif",7,"6b980098-8b84-4e78-9f81-4f1568bffbdf",20.248457,57.09,1302,608,1319,619,61.15,-1,-1,-1,-1,-1,-1,21,3,0.07,1302,1689,1678,1319
"1237",1237,"60-21-col-ww-2.tif",7,"21ab04c5-d698-4028-96e7-abd08d3359cd",35.735138,72.07,1081,613,1047,624,49.98,-1,-1,-1,-1,-1,-1,21,3,0.12,1081,1684,1673,1047
"1238",1238,"60-21-col-ww-2.tif",7,"7fe80d9b-ffc3-4155-890c-dafcdc933b73",26.076809,57.53,615,616,593,630,52.28,-1,-1,-1,-1,-1,-1,21,3,0.09,615,1681,1667,593
"1239",1239,"60-21-col-ww-2.tif",7,"2a651547-93f3-4d8f-8107-1752bb1efd29",62.625874,51.48,924,631,875,670,46.96,-1,-1,-1,-1,-1,-1,21,3,0.21,924,1666,1627,875
"1240",1240,"60-21-col-ww-2.tif",7,"8acd49e0-63ef-4c17-85f5-f1b577c022ef",73.38937,70.08,455,633,386,658,46.9,-1,-1,-1,-1,-1,-1,21,3,0.25,455,1664,1639,386
"1241",1241,"60-21-col-ww-2.tif",7,"d3f63faa-a371-4a70-bc05-15f150f15057",37.64306,73.01,456,635,492,646,54.56,-1,-1,-1,-1,-1,-1,21,3,0.13,456,1662,1651,492
"1242",1242,"60-21-col-ww-2.tif",7,"10268367-372f-49bc-8b1f-f715831a421a",227.30817,67.5,1168,639,1378,726,61.86,-1,-1,-1,-1,-1,-1,21,3,0.76,1168,1658,1571,1378
"1243",1243,"60-21-col-ww-2.tif",7,"8c4db760-9939-4393-8748-91c6db47f9ab",44.911022,11.56,1411,639,1420,683,63.17,-1,-1,-1,-1,-1,-1,21,3,0.15,1411,1658,1614,1420
"1244",1244,"60-21-col-ww-2.tif",7,"926d068d-174e-4a81-b6d8-8ce36fb2dce2",56.859474,55.75,1426,643,1473,675,65.36,-1,-1,-1,-1,-1,-1,21,3,0.19,1426,1654,1622,1473
"1245",1245,"60-21-col-ww-2.tif",7,"f0d7adc9-09a2-49d8-af94-a59f5e49b018",23.769728,75.38,1732,643,1709,649,67.58,-1,-1,-1,-1,-1,-1,21,3,0.08,1732,1654,1648,1709
"1246",1246,"60-21-col-ww-2.tif",7,"d79eaa56-7cf1-45a2-8bf1-4ab0548fcf14",57.801384,30.11,493,647,464,697,52.96,-1,-1,-1,-1,-1,-1,21,3,0.19,493,1650,1600,464
"1247",1247,"60-21-col-ww-2.tif",7,"c79ebb0f-72c5-4cfd-becd-bba851f81ad3",55.21775,54.58,1369,648,1414,680,61.96,-1,-1,-1,-1,-1,-1,21,3,0.19,1369,1649,1617,1414
"1248",1248,"60-21-col-ww-2.tif",7,"cd11798d-7b69-49db-9f52-eeae21c89056",25.806976,54.46,874,669,853,684,51.14,-1,-1,-1,-1,-1,-1,21,3,0.09,874,1628,1613,853
"1249",1249,"60-21-col-ww-2.tif",7,"2be3875a-1efc-4202-a3f7-a4ddcf9a0443",36.40055,37.18,1415,684,1437,713,57.37,-1,-1,-1,-1,-1,-1,21,3,0.12,1415,1613,1584,1437
"1250",1250,"60-21-col-ww-2.tif",7,"81c6a903-67e5-4e2f-85d5-342c2da69be3",35.805027,54.09,974,685,1003,706,60.35,-1,-1,-1,-1,-1,-1,21,3,0.12,974,1612,1591,1003
"1251",1251,"60-21-col-ww-2.tif",7,"6e046072-5ed5-473f-9284-d56985281755",73.60027,36.71,1547,701,1591,760,57.09,-1,-1,-1,-1,-1,-1,21,3,0.25,1547,1596,1537,1591
"1252",1252,"60-21-col-ww-2.tif",7,"77fc8db0-dd71-40a1-932c-36d99be29876",31.144823,47.6,1404,705,1381,726,61.7,-1,-1,-1,-1,-1,-1,21,3,0.1,1404,1592,1571,1381
"1253",1253,"60-21-col-ww-2.tif",7,"44813d96-0375-4592-88b2-d90f4792aee9",153.22206,52.16,555,717,434,811,49.61,-1,-1,-1,-1,-1,-1,21,3,0.51,555,1580,1486,434
"1254",1254,"60-21-col-ww-2.tif",7,"41ab8877-803a-49c2-966a-535c14b1bf6f",82.492424,59.39,1031,717,1102,759,59.04,-1,-1,-1,-1,-1,-1,21,3,0.28,1031,1580,1538,1102
"1255",1255,"60-21-col-ww-2.tif",7,"36b82e19-7ef1-4b2c-ba2d-30bf35e0d6c6",60.207973,57.89,908,718,959,750,58.88,-1,-1,-1,-1,-1,-1,21,3,0.2,908,1579,1547,959
"1256",1256,"60-21-col-ww-2.tif",7,"a6469677-a2b7-47af-abbb-13affb98381c",45.80393,36.12,1379,726,1406,763,59.13,-1,-1,-1,-1,-1,-1,21,3,0.15,1379,1571,1534,1406
"1257",1257,"60-21-col-ww-2.tif",7,"53ef99ad-6c40-48a4-986d-024ab88d592a",26.172504,46.55,1378,727,1359,745,65.92,-1,-1,-1,-1,-1,-1,21,3,0.09,1378,1570,1552,1359
"1258",1258,"60-21-col-ww-2.tif",7,"8d9af012-8474-439e-80b9-a471e7fc98cd",161.96913,16.87,418,740,465,895,49.22,-1,-1,-1,-1,-1,-1,21,3,0.54,418,1557,1402,465
"1259",1259,"60-21-col-ww-2.tif",7,"1500a446-e1d8-4105-8330-25e7e03cdcf4",35.510563,57.65,960,747,990,766,62.31,-1,-1,-1,-1,-1,-1,21,3,0.12,960,1550,1531,990
"1260",1260,"60-21-col-ww-2.tif",7,"8cddd2af-e07f-4086-bc94-091749990dac",29.12044,74.05,1130,775,1102,783,58.67,-1,-1,-1,-1,-1,-1,21,3,0.1,1130,1522,1514,1102
"1261",1261,"60-21-col-ww-2.tif",7,"635d5b14-b59a-44a0-bbde-c75f80af9529",50.596443,71.57,901,785,853,801,57.68,-1,-1,-1,-1,-1,-1,21,3,0.17,901,1512,1496,853
"1262",1262,"60-21-col-ww-2.tif",7,"609d2d26-410a-4968-ac9e-dc259b133ac6",102.55243,43.81,1076,786,1147,860,67.64,-1,-1,-1,-1,-1,-1,21,3,0.34,1076,1511,1437,1147
"1263",1263,"60-21-col-ww-2.tif",7,"ba6d29ef-cb5d-48cf-8a66-2797a793053d",50.695168,22.01,1405,790,1424,837,68.91,-1,-1,-1,-1,-1,-1,21,3,0.17,1405,1507,1460,1424
"1264",1264,"60-21-col-ww-2.tif",7,"ed8cb4b3-e0b4-43fd-aa36-b5fd773629c0",145.05516,56.53,823,810,702,890,61.23,-1,-1,-1,-1,-1,-1,21,3,0.49,823,1487,1407,702
"1265",1265,"60-21-col-ww-2.tif",7,"baa60964-6377-48e6-9afa-a0584d0ccab6",75.66373,44.46,579,814,526,868,46.8,-1,-1,-1,-1,-1,-1,21,3,0.25,579,1483,1429,526
"1266",1266,"60-21-col-ww-2.tif",7,"6f594949-9460-4cb5-ae06-ccc219b66758",72.56032,7.13,950,853,941,925,60.98,-1,-1,-1,-1,-1,-1,21,3,0.24,950,1444,1372,941
"1267",1267,"60-21-col-ww-2.tif",7,"de694391-df8e-4070-85b0-6046ad15306b",43.081318,68.2,1152,862,1192,878,65.17,-1,-1,-1,-1,-1,-1,21,3,0.14,1152,1435,1419,1192
"1268",1268,"60-21-col-ww-2.tif",7,"30696eb7-e249-4fd1-894c-b81908ca8927",24.166092,24.44,1221,869,1231,891,65.09,-1,-1,-1,-1,-1,-1,21,3,0.08,1221,1428,1406,1231
"1269",1269,"60-21-col-ww-2.tif",7,"297e86a9-e7ec-4adc-b5b9-4818fd95d6b8",36.249138,65.56,483,896,516,911,49.9,-1,-1,-1,-1,-1,-1,21,3,0.12,483,1401,1386,516
"1270",1270,"60-21-col-ww-2.tif",7,"93f0ce12-e39e-431d-9b29-c6d37c602145",180.16104,49.5,803,903,666,1020,60.56,-1,-1,-1,-1,-1,-1,21,3,0.61,803,1394,1277,666
"1271",1271,"60-21-col-ww-2.tif",7,"af4c5f1d-8cc4-445e-8212-187eb21f8f40",37.576588,64.8,987,903,953,919,59.3,-1,-1,-1,-1,-1,-1,21,3,0.13,987,1394,1378,953
"1272",1272,"60-21-col-ww-2.tif",7,"a4d8d59f-41eb-43e5-9007-2acac02d84d7",33.54102,63.43,1027,919,1057,934,69.45,-1,-1,-1,-1,-1,-1,21,3,0.11,1027,1378,1363,1057
"1273",1273,"60-21-col-ww-2.tif",7,"f8d7b9b7-21b6-4c2b-9575-384f91ade532",42.544094,66.45,1055,935,1094,952,65.33,-1,-1,-1,-1,-1,-1,21,3,0.14,1055,1362,1345,1094
"1274",1274,"60-21-col-ww-2.tif",7,"8e7b75fa-9bca-41ce-a5a2-ccff0e93f5a3",56.61272,54.34,1334,970,1380,1003,67.5,-1,-1,-1,-1,-1,-1,21,3,0.19,1334,1327,1294,1380
"1275",1275,"60-21-col-ww-2.tif",7,"d32f26e4-699d-473a-b563-714dbd54edfa",20.248457,20.22,925,974,932,993,69.45,-1,-1,-1,-1,-1,-1,21,3,0.07,925,1323,1304,932
"1276",1276,"60-21-col-ww-2.tif",7,"9eebc670-ff5d-4908-bae0-1435cb2920e6",24.41311,34.99,1403,1015,1417,1035,68.6,-1,-1,-1,-1,-1,-1,21,3,0.08,1403,1282,1262,1417
"1277",1277,"60-21-col-ww-2.tif",7,"3465c536-9af1-46f8-9f03-e04bc0a18372",52.43091,55.1,883,1018,840,1048,69.72,-1,-1,-1,-1,-1,-1,21,3,0.18,883,1279,1249,840
"1278",1278,"60-21-col-ww-2.tif",7,"509a2f2a-0031-41f6-8586-b929a328807b",46.52956,61.78,825,1056,784,1078,64.07,-1,-1,-1,-1,-1,-1,21,3,0.16,825,1241,1219,784
"1279",1279,"60-21-col-ww-2.tif",7,"3b6303eb-e2a8-4a2f-b250-b878dee9dbc4",42.941822,27.76,945,1057,925,1095,60.76,-1,-1,-1,-1,-1,-1,21,3,0.14,945,1240,1202,925
"1280",1280,"60-21-col-ww-2.tif",7,"32402973-5319-4ebe-9b81-e84345c2c3b1",74.63243,35.18,924,1097,881,1158,63.57,-1,-1,-1,-1,-1,-1,21,3,0.25,924,1200,1139,881
"1281",1281,"60-21-col-ww-2.tif",7,"a8db9f7b-dad9-4ff4-b007-043871ff4f37",73.43024,60.64,694,1115,630,1151,66.67,-1,-1,-1,-1,-1,-1,21,3,0.25,694,1182,1146,630
"1282",1282,"60-21-col-ww-2.tif",7,"cf700ac3-c6b3-4254-993e-18ac19f82170",79.05694,18.43,968,1129,943,1204,57.98,-1,-1,-1,-1,-1,-1,21,3,0.27,968,1168,1093,943
"1283",1283,"60-21-col-ww-2.tif",7,"7ca63763-3c15-496c-ac61-64ab30d215af",71.70077,8.02,885,1163,895,1234,62.89,-1,-1,-1,-1,-1,-1,21,3,0.24,885,1134,1063,895
"1284",1284,"60-21-col-ww-2.tif",7,"4d8b75ac-8ab0-42f0-8e29-d287f7cabd90",24.186773,7.13,980,1173,983,1197,59.19,-1,-1,-1,-1,-1,-1,21,3,0.08,980,1124,1100,983
"1285",1285,"60-21-col-ww-2.tif",7,"cc8ecf90-88c0-45ae-ab66-d1c5162e3dce",88.56636,25.41,871,1192,909,1272,64.23,-1,-1,-1,-1,-1,-1,21,3,0.3,871,1105,1025,909
"1286",1286,"60-21-col-ww-2.tif",7,"d799e472-f7dd-45f4-8f20-c7e33e0cad04",39.115215,4.4,938,1215,935,1254,63.14,-1,-1,-1,-1,-1,-1,21,3,0.13,938,1082,1043,935
"1287",1287,"60-21-col-ww-2.tif",7,"6b423d02-5ead-41eb-b01e-c8614d4de2f8",62.482,50.19,980,1220,932,1260,64.06,-1,-1,-1,-1,-1,-1,21,3,0.21,980,1077,1037,932
"1288",1288,"60-21-col-ww-2.tif",7,"807ba7c8-4e43-4d0f-9150-9f26382fb1d2",84.17244,66.18,980,1239,1057,1273,70.69,-1,-1,-1,-1,-1,-1,21,3,0.28,980,1058,1024,1057
"1289",1289,"60-21-col-ww-2.tif",7,"77b47c1c-68c9-42f1-b612-c2a155a74563",21.023796,25.35,932,1260,923,1279,64.62,-1,-1,-1,-1,-1,-1,21,3,0.07,932,1037,1018,923
"1290",1290,"60-21-col-ww-2.tif",7,"843531aa-b457-4e58-a430-8115bba58583",24.207438,38.29,925,1263,910,1282,63.97,-1,-1,-1,-1,-1,-1,21,3,0.08,925,1034,1015,910
"1291",1291,"60-21-col-ww-2.tif",7,"85124a97-6d35-4155-a31c-1c415834a194",47.127487,72.72,968,1268,923,1282,64.58,-1,-1,-1,-1,-1,-1,21,3,0.16,968,1029,1015,923
