 angle,col_wd,col_ww,miz_wd,miz_ww,tir_wd,tir_ww
1.27222193825778E-013,3.3261780739,1.4348996878,3.2426178455,1.666569829,1.9805907011,1.446608305
2,1.9282473326,1.1905117035,2.0323338509,1.1846725941,1.5673421621,1.0163100958
4,2.01714921,1.0916293859,2.0739936829,1.0806224346,1.3162235022,1.0150811672
6,1.7773509026,1.0688452721,1.8370727301,1.0465121269,1.2303593159,1.092607379
8,1.8882277012,1.0336191654,1.9263031483,1.0410231352,1.5772951841,1.0389891863
10,1.7924367189,0.9323672056,1.9520531893,1.2815090418,1.259945035,1.020434618
12,2.2458734512,0.8887816668,2.6078543663,1.2708154917,1.827226758,1.1806414127
14,1.6676129103,1.01219666,2.2361443043,1.2730910778,1.5052394867,1.046708107
16,1.6435713768,0.9522929788,2.0810246468,1.3251142502,1.7693101168,1.0499721766
18,1.5354855061,0.9734280705,1.707763195,1.4246689081,1.3488382101,0.9251450896
20,1.4091061354,0.8892352581,1.5718713999,1.4342260361,1.4300872087,0.9225407243
22,1.4385859966,0.9998662472,1.5360639095,1.3629870415,1.4148032665,0.9209221005
24,1.4925119877,0.9642759562,1.4886637926,1.581838727,1.5958302021,0.9221725464
26,1.606438756,0.9533290267,1.3693927526,1.817731142,1.2730435133,0.9740700126
28,1.4612156153,0.8901706338,1.1985445023,1.658056736,1.249812007,1.1451774836
30,1.2845247984,0.897685647,1.1290714741,1.4662690163,1.2419317961,1.0034214258
32,1.1899800301,0.8151167631,1.2107287645,1.5717042685,1.4503632784,1.3613826036
34,1.131270647,0.7908509374,1.030510664,1.530216217,1.549700141,1.3440233469
36,1.1267315149,0.887678802,0.9810217619,1.3735355139,1.5805903673,1.2749089003
38,1.2095762491,0.9293519258,1.0316063166,1.5299340487,1.4905339479,1.3399509192
40,1.1136155128,0.9900411963,0.9629786611,1.7033910751,1.3520377874,1.2120757103
42,1.0037630796,0.9624994397,0.8676992655,1.8218392134,1.1715888977,1.2390884161
44,1.1395093203,1.1711801291,0.8872484565,1.9225350618,1.3817421198,1.5899692774
46,1.0942587852,0.9921759963,0.6858155131,1.4117782116,1.1946326494,1.2109736204
48,0.9885150194,1.0930191278,0.5912547112,1.3502329588,1.3185669184,1.3038415909
50,0.9051548243,1.0167380571,0.5777589083,1.1792299747,1.1343491077,1.3093147278
52,0.8359793425,1.1165728569,0.5734442472,1.2598239183,1.3288900852,1.3217761517
54,0.7559382319,1.1652195454,0.5744041204,1.2047661543,1.3610181808,1.4945172071
56,0.6691660285,1.150796771,0.5551493764,1.1964783669,1.2729669809,1.4978480339
58,0.7469163537,1.071018815,0.5686979294,1.0339089632,1.2111371756,1.7533342838
60,0.7320359945,1.0808132887,0.5246579051,1.1046313047,1.3449919224,1.8195663691
62,0.6250327826,0.9979756474,0.5597982407,1.2471193075,1.3437480927,1.8844314814
64,0.7776716352,0.959160924,0.4819719195,1.1693358421,1.3800538778,2.0108451843
66,0.6691114306,0.8896639943,0.4668197632,1.0487495661,1.3102722168,1.8178642988
68,0.5875703096,0.9186577201,0.3717540503,0.980006516,1.4895663261,1.9735795259
70,0.6943543553,1.0114972591,0.4331869483,0.944812119,1.3019592762,1.807706356
72,0.6096284986,0.9562144876,0.4177755415,0.8227936625,1.2563875914,1.7754198313
74,0.4334034324,0.9019416571,0.4125253856,0.8149679899,1.1668702364,1.765930891
76,0.6456185579,0.8796700239,0.440639168,0.7012873888,1.260743022,1.6216632128
78,0.3969785869,0.7468079925,0.3626755178,0.8111552596,0.9833911657,1.4134446383
80,0.4940927029,0.8038571477,0.2960505188,0.7087993622,1.0850690603,1.2960752249
82,0.391127497,0.779270947,0.354341954,0.7544294,0.9680060148,1.2156312466
84,0.3601515293,0.8964428306,0.3071577549,0.6960286498,0.9196791649,1.3205854893
86,0.3800036311,0.8304913044,0.3314916193,0.5903804302,1.0399405956,1.2937364578
88,0.3856360316,0.9358888865,0.2765336335,0.5523219705,0.9627108574,1.3468807936
-90,,0.455526799,0.4107564092,0.5291694999,1.1725333929,1.6630758047
-88,,0.2969830334,0.2458466142,0.3987068832,1.0520305634,0.9150403738
-86,,0.3319625258,0.2435788214,0.4796502888,1.0696156025,0.9382089376
-84,,0.3267047405,0.3118178546,0.4443327785,0.9430791736,0.880574286
-82,,0.4203406274,0.303113699,0.5199843645,0.9606966972,0.9652286172
-80,,0.4096616507,0.3993424177,0.5667564869,0.9879195094,0.9504876733
-78,,0.4824183583,0.3985028863,0.5270110965,1.0662717819,1.049687624
-76,,0.6498918533,0.465303421,0.6196273565,1.1489738226,0.98535043
-74,,0.6242847443,0.6379826665,0.4952828884,1.0081592798,0.8802608252
-72,,0.6273034215,0.5194219947,0.6147525311,1.0520038605,0.8971651793
-70,,0.7014024258,0.6375650167,0.6401527524,0.9603375793,0.8062164783
-68,,0.7751156688,0.7849912643,0.6388847828,0.9366189241,0.8175851107
-66,,0.8971690536,0.7830513716,0.6778236032,1.0098323822,0.7138790488
-64,,1.065574646,0.8295833468,0.7633903027,0.9413955212,0.7143764496
-62,,0.9965702295,0.9932065606,0.7940312624,0.9138466716,0.7005260587
-60,,1.1024873257,1.0572286844,0.8849467635,1.0676053762,0.6172808409
-58,,1.0791577101,1.0823847055,0.9426326156,0.9958804846,0.6699004769
-56,,1.1255897284,1.1212925911,0.9772368073,1.0361465216,0.69180125
-54,,1.1659163237,0.9169411659,0.9827616811,0.9739100933,0.6874705553
-52,,1.4900877476,1.0146867037,0.9969723821,1.0189507008,0.7459227443
-50,,1.5163451433,1.013112545,1.0312540531,1.0316966772,0.8245552182
-48,,1.2857795954,0.9829556346,1.0553907156,1.183160305,0.6800750494
-46,,1.6219761372,1.1064896584,1.1823428869,1.2492895126,0.8456073403
-44,,1.3920302391,0.953984797,1.1549327374,1.0361740589,0.7491691709
-42,,1.3019015789,0.9723938704,1.0529568195,1.1203038692,0.733810246
-40,,1.0900928974,0.9530348778,1.0462710857,1.0396841764,0.6494373679
-38,,1.460647583,1.1566693783,1.206428647,1.107838273,0.853104353
-36,,1.3090865612,1.138817668,1.2384370565,1.2240055799,0.7592099905
-34,,1.3219218254,1.2405697107,1.3041262627,1.3288291693,0.8761234879
-32,,1.1843570471,1.3333046436,1.2088469267,1.2719330788,0.8310035467
-30,,1.0486574173,1.4728494883,1.1387147903,1.3775784969,0.8134540915
-28,,1.0526756048,1.264261961,1.2594598532,1.192587018,0.8449962735
-26,,1.1183563471,1.3202049732,1.1744071245,1.2588374615,0.8857849836
-24,,0.7985498905,1.3565109968,1.1379380226,1.3141348362,0.8942816257
-22,,0.9310091138,1.3676867485,1.1283807755,1.2682930231,0.9071294665
-20,,0.9685078859,1.4698888063,1.1175026894,1.5160911083,1.0377628803
-18,,1.1562253237,1.6086083651,1.0577827692,1.6264276505,1.0628911257
-16,,1.2422469854,1.5816061497,1.1601699591,1.356497407,1.1850397587
-14,,1.6731026173,1.8154176474,1.4783070087,1.7357984781,1.3562284708
-12,,1.092823267,1.7272894382,1.3214409351,1.4611339569,1.3174315691
-10,,1.2805387974,1.2887557745,1.3873881102,1.2044856548,1.2293810844
-8,,1.2779216766,1.4433585405,1.3299788237,1.2199234962,1.1461977959
-6,,1.5305786133,1.5936174393,1.3283303976,1.1180940866,1.1983218193
-4,,1.2552464008,1.722460866,1.5004649162,1.3008822203,1.4665409327
-2,,1.6840879917,1.9821411371,1.7351032495,1.6815003157,1.8641428947
1.27222193825778E-013,,2.5831320286,3.0792827606,2.3450706005,2.2688007355,2.2340445518
2,,1.3469836712,2.1755943298,1.5080448389,1.6612659693,1.2257725
4,,1.4461565018,1.8133906126,1.4376205206,1.5161893368,1.3936023712
6,,1.2600954771,1.953140974,1.3644224405,1.3088074923,1.2540166378
8,,1.3621147871,1.9690067768,1.5236264467,1.4498550892,1.6153351068
10,,1.2209248543,1.8788332939,1.5428839922,1.3156141043,1.333791852
12,,1.2944563627,2.1021270752,1.6496301889,1.3300178051,1.6928384304
14,,1.1999601126,1.928810358,1.789552927,1.4235785007,1.5384620428
16,,1.4123746157,2.0659513474,1.5897458792,1.6400933266,1.4067952633
18,,1.4527931213,1.8179124594,1.6283620596,1.3221151829,1.3346705437
20,,1.3652791977,1.8213647604,1.4573466778,1.2807315588,1.068975091
22,,1.4825072289,1.6698359251,1.4562261105,1.1309709549,1.2817957401
24,,1.472561121,1.7436647415,1.4076659679,1.2096239328,1.2582061291
26,,1.4571748972,1.8460725546,1.4494556189,1.0657485723,1.2423194647
28,,1.7136222124,1.6846315861,1.5653235912,1.068338275,1.0929154158
30,,1.695979476,1.6634012461,1.507817626,0.989512682,1.2300871611
32,,1.7274976969,1.6948289871,1.5702775717,0.9199742079,1.2566460371
34,,1.7141557932,1.4706370831,1.6497118473,0.8999484181,1.5030575991
36,,1.4382101297,1.5231654644,1.41606462,0.8846794963,1.3417705297
38,,1.6627762318,1.4329513311,1.6193332672,0.8295509815,1.4746878147
40,,1.6929330826,1.4092514515,1.3400460482,0.8619219661,1.5479713678
42,,1.6742728949,1.2926383018,1.4607592821,0.8136700988,1.6122692823
44,,2.2129840851,1.4921154976,1.7575069666,0.9826953411,2.4620163441
46,,1.3897083998,0.9848722219,1.433005929,0.998237133,1.5831102133
48,,1.4300178289,1.1351584196,1.289776206,0.9609026909,1.3165980577
50,,1.1693143845,0.93474859,1.4337097406,0.6938700676,1.5898934603
52,,1.2028683424,0.8764464855,1.3706257343,0.7081704736,1.331928134
54,,1.3433285952,0.9365271926,1.3363765478,0.6882957816,1.4129488468
56,,1.1668572426,0.6978130937,1.0626162291,0.7335463762,1.1677681208
58,,0.9521977305,0.5593219995,0.9899700284,0.6566542387,1.1308525801
60,,0.9942300916,0.5934735537,1.0046318769,0.7109711766,1.1508438587
62,,0.8725028038,0.5231967568,1.0018954277,0.8657200933,0.9657654762
64,,0.9389135838,0.5067105889,0.959051311,0.8456314802,0.8555881381
66,,0.7820438147,0.493259877,0.8235619664,0.9053072333,1.0207310915
68,,0.6565354466,0.4082231224,0.9424371123,0.9757769108,0.9934754968
70,,0.5901391506,0.3402056396,0.755587697,1.0410293341,0.8542460203
72,,0.6129653454,0.2990768254,0.6532034278,0.9088369012,1.0047121048
74,,0.5170158148,0.3423086107,0.7860112786,1.0444928408,1.0759710073
76,,0.5470073223,0.2822158039,0.6096847057,0.84845227,1.0918828249
78,,0.4155602753,0.2709822953,0.6468777061,0.9141293764,0.9291507602
80,,0.4226667285,0.2881315947,0.5835038424,0.956053555,0.9057171941
82,,0.4076040685,0.2657002211,0.5863100886,1.0672343969,0.8439646959
84,,0.3495302796,0.2334621549,0.4712243974,0.9254609346,0.8281430602
86,,0.3945503533,0.2480084002,0.4763022363,0.8395070434,1.0334272385
88,,0.3366816342,0.2289586663,0.5166782141,0.9970277548,1.2095153332
-90,,,0.2663738728,,1.6220855713,1.3730914593
-88,,,0.0992576629,,1.2368252277,1.2795754671
-86,,,0.1300628036,,1.3494530916,1.0292271376
-84,,,0.1291991323,,1.3229979277,0.9363361597
-82,,,0.1545321196,,1.3503676653,1.1860873699
-80,,,0.169843331,,1.1320842505,0.9553208947
-78,,,0.1431589276,,1.3430784941,1.1380844116
-76,,,0.1478426009,,1.2385803461,1.0871044397
-74,,,0.1867337972,,1.2488669157,1.135191083
-72,,,0.177567631,,1.2226302624,1.1374125481
-70,,,0.1382932663,,1.1730993986,1.2674446106
-68,,,0.1627998054,,1.5545350313,1.14184165
-66,,,0.1620962918,,1.3601722717,1.0662990808
-64,,,0.2327801436,,1.4052252769,1.1233164072
-62,,,0.229764834,,1.4811741114,1.1352518797
-60,,,0.2963781953,,1.4601864815,1.1212592125
-58,,,0.3462005556,,1.5807837248,1.1866924763
-56,,,0.3376215994,,1.6146959066,1.0396908522
-54,,,0.3789095283,,1.4857084751,1.1298806667
-52,,,0.4382102191,,1.4660161734,1.0046584606
-50,,,0.509901464,,1.4678778648,1.0501487255
-48,,,0.6650083661,,1.2710506916,1.0657995939
-46,,,0.8624465466,,1.4549102783,1.0534756184
-44,,,0.5876417756,,1.4636468887,0.9318691492
-42,,,0.9258502722,,1.6182115078,0.8981069326
-40,,,0.9279224277,,1.5455380678,0.8981975317
-38,,,1.1130349636,,1.9181703329,0.8874294758
-36,,,1.33096838,,2.0077712536,0.9597632289
-34,,,1.6940385103,,1.494572401,0.9646088481
-32,,,1.7807725668,,1.2320919037,0.9934866428
-30,,,1.7828928232,,1.075824976,0.9320749044
-28,,,2.1850156784,,1.4749591351,0.9516233206
-26,,,2.026545763,,1.3670493364,0.9296619892
-24,,,2.0209465027,,1.1988949776,0.8933746815
-22,,,2.5382723808,,1.4115320444,0.8475724459
-20,,,2.9591913223,,1.4081634283,1.0692116022
-18,,,2.9632117748,,1.2638252974,0.9728574157
-16,,,3.2110815048,,1.0179537535,0.9662055969
-14,,,3.2410817146,,1.0092642307,1.0190570354
-12,,,2.9272434711,,0.924746871,0.9969907999
-10,,,3.0758171082,,0.8327387571,0.9390699267
-8,,,2.9057481289,,0.7732050419,0.8892035484
-6,,,2.4054069519,,0.758114934,1.0950409174
-4,,,2.5799283981,,0.7257760763,1.1249439716
-2,,,3.2060518265,,0.672047019,1.0986964703
1.27222193825778E-013,,,4.9216046333,,0.8505991697,1.2945613861
2,,,2.4197266102,,0.6986757517,1.0803148746
4,,,2.0290238857,,0.6956566572,1.0312706232
6,,,1.7938742638,,0.6913761497,0.98744452
8,,,1.8095146418,,0.7173986435,0.9788910151
10,,,1.9797873497,,0.6528270841,1.0796825886
12,,,2.0881860256,,0.8236979842,1.1768121719
14,,,1.6618102789,,0.8681311011,1.2633593082
16,,,1.5540648699,,0.8804064393,1.2384294271
18,,,1.2376776934,,0.6742550731,1.1189723015
20,,,1.3045181036,,0.7804859877,1.2349230051
22,,,1.326793313,,0.8143705726,1.3130831718
24,,,1.3533138037,,0.7070380449,1.3307006359
26,,,1.5363243818,,0.6912333965,1.3763204813
28,,,1.1788345575,,0.7425316572,1.3029770851
30,,,1.4477177858,,0.7270901799,1.2925512791
32,,,1.3041608334,,0.6769109368,1.1847300529
34,,,1.6138836145,,0.9261703491,1.0327161551
36,,,1.3700799942,,1.0614820719,0.9601806402
38,,,0.9745378494,,1.0610194206,0.8814969659
40,,,0.8448776603,,1.0903286934,0.9724850059
42,,,1.1147921085,,1.044912219,1.0733385086
44,,,1.0156387091,,1.7200777531,1.4776953459
46,,,0.6692929864,,1.0869121552,1.2709674835
48,,,0.6832241416,,1.084171176,1.2570492029
50,,,0.5627254248,,1.0538233519,1.1867567301
52,,,0.4510932267,,1.1050975323,1.2205890417
54,,,0.6282979846,,1.0859047174,1.4330120087
56,,,0.4604693055,,1.111990571,1.3558343649
58,,,0.4882493913,,1.0887198448,1.372751832
60,,,0.4063188732,,0.9560453892,1.4328421354
62,,,0.4080909789,,0.9694668651,1.3076686859
64,,,0.2967355549,,0.7901274562,1.3794252872
66,,,0.4252195656,,0.7865810394,1.235683322
68,,,0.2815150321,,0.6483448148,1.0926184654
70,,,0.2104712427,,0.742872417,1.0956263542
72,,,0.2036347836,,0.7249748707,0.9540676475
74,,,0.2315678149,,0.8953832984,0.9614731073
76,,,0.1628534049,,0.9541521072,1.1433062553
78,,,0.1458234936,,0.9357899427,1.0888826847
80,,,0.1461192369,,0.9819709063,0.9530129433
82,,,0.1042487249,,1.0592797995,1.0195053816
84,,,0.1315128654,,0.9320290685,1.0825536251
86,,,0.1226611137,,1.1507245302,1.3046182394
88,,,0.145485118,,1.2224589586,1.266581893
-90,,,0.5978295803,,1.0375878811,
-88,,,0.3481537104,,0.8078635931,
-86,,,0.2432477027,,0.8138198853,
-84,,,0.2491289377,,0.7223103046,
-82,,,0.3266247511,,0.6511606574,
-80,,,0.3771533966,,0.7123976946,
-78,,,0.3716770709,,0.7086814046,
-76,,,0.3736121356,,0.8185233474,
-74,,,0.4938257039,,0.6912457347,
-72,,,0.4546243846,,0.8257840872,
-70,,,0.4376132786,,0.8127648234,
-68,,,0.4755215645,,0.9016507864,
-66,,,0.5055699348,,0.9372295141,
-64,,,0.517265141,,0.8490712643,
-62,,,0.4271380901,,0.846105814,
-60,,,0.5207593441,,0.976095438,
-58,,,0.5889177322,,1.0725728273,
-56,,,0.6882736087,,1.2722247839,
-54,,,0.6478042603,,1.1933817863,
-52,,,0.7441498041,,1.1077600718,
-50,,,0.9405896068,,1.1831737757,
-48,,,0.9219977856,,1.2087693214,
-46,,,1.6344653368,,1.5596705675,
-44,,,1.2327388525,,1.1906181574,
-42,,,1.1349570751,,1.2038657665,
-40,,,1.2161004543,,1.3636982441,
-38,,,1.207197547,,1.2771533728,
-36,,,1.2660229206,,1.4247264862,
-34,,,1.2781822681,,1.4701017141,
-32,,,1.3136181831,,1.2223597765,
-30,,,1.5540813208,,1.3730045557,
-28,,,1.6581823826,,1.4739067554,
-26,,,1.5766519308,,1.5675224066,
-24,,,1.4511102438,,1.1710020304,
-22,,,1.5838669538,,1.3050851822,
-20,,,1.4841030836,,1.2057547569,
-18,,,1.9031748772,,1.1921470165,
-16,,,1.5560358763,,1.2356266975,
-14,,,1.6030477285,,1.2242377996,
-12,,,1.5621421337,,1.1146320105,
-10,,,1.6497838497,,1.1305556297,
-8,,,1.6054414511,,1.1473526955,
-6,,,1.53390944,,1.1300753355,
-4,,,1.6122291088,,1.1564649343,
-2,,,1.9957439899,,1.240241766,
1.27222193825778E-013,,,3.1251351833,,1.6634235382,
2,,,1.8199644089,,1.2288599014,
4,,,1.6486334801,,1.3013635874,
6,,,1.7697608471,,1.244464159,
8,,,1.7240412235,,1.4916328192,
10,,,1.7384234667,,1.4460408688,
12,,,2.0113401413,,1.4781204462,
14,,,1.8607091904,,1.440384984,
16,,,1.8547883034,,1.5815564394,
18,,,1.9248893261,,1.3929469585,
20,,,1.7567468882,,1.3751094341,
22,,,1.8921343088,,1.2522608042,
24,,,1.8540039063,,1.2867519855,
26,,,1.9915325642,,1.3019907475,
28,,,1.6638785601,,1.2128684521,
30,,,1.5485585928,,1.2477021217,
32,,,1.4868068695,,1.2776534557,
34,,,1.589700222,,1.0908489227,
36,,,1.454739809,,1.1488485336,
38,,,1.2648155689,,1.1003671885,
40,,,1.1413530111,,1.0317358971,
42,,,1.1583833694,,1.0008224249,
44,,,1.5584203005,,1.0946052074,
46,,,1.1993052959,,1.0050997734,
48,,,1.0609017611,,0.944378376,
50,,,0.9911093712,,1.004242301,
52,,,0.82783252,,1.0102360249,
54,,,1.0439882278,,0.8196566701,
56,,,0.9396129847,,0.9161776304,
58,,,0.836071372,,0.9849353433,
60,,,0.7106323242,,1.1139976978,
62,,,0.7822548747,,1.2181457281,
64,,,0.7343564034,,1.0332946777,
66,,,0.6651313305,,1.0319826603,
68,,,0.59556216,,0.9931387901,
70,,,0.5203663707,,1.1517157555,
72,,,0.5394198895,,0.9608171582,
74,,,0.4997335374,,0.9022718072,
76,,,0.4198759496,,1.0235162973,
78,,,0.3598520756,,0.7688706517,
80,,,0.324378401,,0.8382496238,
82,,,0.2531726062,,0.7544493079,
84,,,0.3404633999,,0.7403073907,
86,,,0.3159236312,,0.7484791279,
88,,,0.3370316327,,0.8156998158,
